,analysis_sample_rate,artist_7digitalid,artist_familiarity,artist_hotttnesss,artist_id,artist_latitude,artist_location,artist_longitude,artist_mbid,artist_mbtags,artist_mbtags_count,artist_name,artist_playmeid,artist_terms,artist_terms_freq,artist_terms_weight,audio_md5,bars_confidence,bars_start,beats_confidence,beats_start,danceability,duration,end_of_fade_in,energy,key,key_confidence,loudness,mode,mode_confidence,release,release_7digitalid,sections_confidence,sections_start,segments_confidence,segments_loudness_max,segments_loudness_max_time,segments_loudness_start,segments_pitches,segments_start,segments_timbre,similar_artists,song_hotttnesss,song_id,start_of_fade_out,tatums_confidence,tatums_start,tempo,time_signature,time_signature_confidence,title,track_7digitalid,track_id,year,genre
5056,22050,70835,0.7026775112244263,0.5166585807553916,b'ARSZX2G1187B98FCCF',,b'',,b'50eec634-7c42-41ee-9b1f-b41d9ca28b26',"(3,)","(3,)",b'Korpiklaani',93233,"(11,)","(11,)","(11,)",b'e3d6d28630c2046d2cff12bdf61d743d',"(410,)","(410,)","(410,)","(410,)",0.0,250.8273,0.0,0.0,7,0.8190000000000001,-4.535,1,0.585,b'Karkelo',472541,"(12,)","(12,)","(734,)","(734,)","(734,)","(734,)","(734, 12)","(734,)","(734, 12)","(100,)",0.6378288661822131,b'SOAHPOW12A8C142E38',243.635,"(819,)","(819,)",99.995,1,0.0,b'Isku Pitk\xc3\xa4st\xc3\xa4 Ilosta',5251766,b'TRARFAZ128F93481AD',2009,Rock
5061,22050,30491,0.8736271743351188,0.5602055463890734,b'ARMRCET1187FB52049',33.993629999999996,"b'Hacienda Heights, CA'",-117.97091999999999,b'4f9675d2-f6d5-486c-9b26-33dcca998500',"(0,)","(0,)",b'Fergie',4755,"(19,)","(19,)","(19,)",b'cc4548de0d9b7672d71c6fc179722633',"(141,)","(141,)","(567,)","(567,)",0.0,263.05261,0.0,0.0,1,0.7829999999999999,-6.502000000000001,1,0.693,b'The Dutchess',456693,"(11,)","(11,)","(1028,)","(1028,)","(1028,)","(1028,)","(1028, 12)","(1028,)","(1028, 12)","(100,)",0.6708272196006915,b'SOHKKXU12A67ADA08F',263.053,"(1134,)","(1134,)",129.997,4,0.0,b'Voodoo Doll',5078970,b'TRARFQL128F931E523',0,Pop
5064,22050,623,0.5673132241223214,0.5800131829395042,b'ARAIABB1187B9AC6E2',,"b'Paddington, London, England'",,b'f053ae01-dae6-4aae-9883-e8c279fdbef4',"(8,)","(8,)",b'Seal',1408,"(38,)","(38,)","(38,)",b'5e84f5686868d8b35d8ca75c36da5ce5',"(123,)","(123,)","(498,)","(498,)",0.0,257.48852999999997,0.375,0.0,10,0.43200000000000005,-7.7620000000000005,0,0.515,b'Killer',7315,"(7,)","(7,)","(1029,)","(1029,)","(1029,)","(1029,)","(1029, 12)","(1029,)","(1029, 12)","(100,)",0.2215486599143952,b'SONUOBX12A8C141070',248.33700000000002,"(996,)","(996,)",117.988,4,0.429,b'Killer (Single Version)',3548745,b'TRARFSI128F92C5B06',0,Pop
5066,22050,32440,0.6211210512857237,0.4356840702087019,b'ARS0W831187B9AF0B7',,b'',,b'256f09e5-43f4-4b3d-836c-2cc9283d22c0',"(0,)","(0,)",b'Maximilian Hecker',157463,"(50,)","(50,)","(50,)",b'a5944b67a4d2f550ba29996dd2debe8e',"(371,)","(371,)","(1487,)","(1487,)",0.0,370.02404,38.249,0.0,5,0.39899999999999997,-13.538,0,0.47600000000000003,b'Lady Sleep',420820,"(12,)","(12,)","(885,)","(885,)","(885,)","(885,)","(885, 12)","(885,)","(885, 12)","(100,)",,b'SOCIFIF12A8C1378E5',362.034,"(1487,)","(1487,)",243.981,4,0.271,b'Birch',4694999,b'TRARFWJ128F9339D70',2005,Rock
5067,22050,16292,0.6281025772725769,0.3956083503166371,b'ARHPDQM1187FB3C318',31.15509,"b'Leona, Texas'",-95.96653,b'73b8dddb-ec29-4d11-b449-d97fde73f07b',"(3,)","(3,)",b'Albert Collins',3263,"(44,)","(44,)","(44,)",b'b708c1b50f875facf851857a02793472',"(138,)","(138,)","(555,)","(555,)",0.0,356.25751,0.0,0.0,7,0.27,-11.892999999999999,1,0.22699999999999998,b'Collins Mix',28610,"(12,)","(12,)","(1382,)","(1382,)","(1382,)","(1382,)","(1382, 12)","(1382,)","(1382, 12)","(100,)",0.4274465714884309,b'SOWISQE12A6D4F7DBB',341.18800000000005,"(2222,)","(2222,)",94.557,4,0.536,b'Same Old Thing',313846,b'TRARFXI128F1468CE3',1993,Blues
5071,22050,419542,0.5146242649672889,0.36951156516797773,b'ARHQYFB1187FB4AECF',,b'',,b'e883be93-9ba5-44f0-a207-6d5d8cd656b6',"(4,)","(4,)",b'The Cortinas',-1,"(12,)","(12,)","(12,)",b'feade083787d6319f8aba58666afd1ac',"(163,)","(163,)","(492,)","(492,)",0.0,219.01016,0.0,0.0,4,0.861,-7.687,1,0.9540000000000001,"b""Please Don't Hit Me""",565748,"(11,)","(11,)","(771,)","(771,)","(771,)","(771,)","(771, 12)","(771,)","(771, 12)","(100,)",0.2884816426560289,b'SOYMQQN12A58A7D293',205.851,"(984,)","(984,)",134.985,3,0.884,b'Radio Rape',6262703,b'TRARGLY128F935AAD5',1978,Rock
5083,22050,298,0.7730756764142954,0.5867299132778079,b'ARMI8BW1187FB57B2E',,"b'New York, NY'",,b'98b67ebc-5606-4cdb-9787-47b12cceb101',"(0,)","(0,)",b'Kiss',872,"(17,)","(17,)","(17,)",b'1a8a8ec10ae240f8315fd2280e5fddd3',"(396,)","(396,)","(396,)","(396,)",0.0,241.08362999999997,0.078,0.0,9,0.87,-8.021,1,0.637,b'Asylum',33541,"(10,)","(10,)","(664,)","(664,)","(664,)","(664,)","(664, 12)","(664,)","(664, 12)","(100,)",0.5384224029706356,b'SOIAZJL12A6D4F854E',225.21599999999998,"(792,)","(792,)",99.76100000000001,1,0.0,b'Radar For Love',359919,b'TRARIIY128F147187D',0,Rock
5089,22050,1015,0.6559214175882668,0.5783016335967479,b'AR9W3X91187FB3994C',,"b'Chiswick, London, England'",,b'401c3991-b76b-499d-8082-9f2df958ef78',"(11,)","(11,)",b'Phil Collins',-1,"(34,)","(34,)","(34,)",b'94140bb72a9af248be44b3bdf0b985de',"(60,)","(60,)","(252,)","(252,)",0.0,154.93178999999998,0.107,0.0,5,0.682,-15.433,0,0.672,b'Face Value',40836,"(7,)","(7,)","(569,)","(569,)","(569,)","(569,)","(569, 12)","(569,)","(569, 12)","(100,)",0.5968407035530287,b'SOZKFHV12A6D4F996F',136.615,"(504,)","(504,)",100.042,4,0.753,"b""I'm Not Moving""",435053,b'TRARIRG128F147FC96',1981,Pop
5092,22050,10249,0.7493178009614533,0.4816558624124557,b'ARUI8651187B9ACF52',,"b'Garnant, Wales'",,b'72c090b6-a68e-4cb9-b330-85278681a714',"(9,)","(9,)",b'John Cale',17190,"(41,)","(41,)","(41,)",b'62a4628355e96891307c778aa0c66e10',"(89,)","(89,)","(365,)","(365,)",0.0,199.96688999999998,0.45,0.0,5,0.785,-20.172,1,0.609,"b""Paris s'\xc3\xa9veille""",397182,"(9,)","(9,)","(728,)","(728,)","(728,)","(728,)","(728, 12)","(728,)","(728, 12)","(100,)",,b'SOCPFDY12AB018300D',183.66400000000002,"(730,)","(730,)",110.1,4,1.0,b'Antarctica Starts Here',4408094,b'TRARIZK128F92FF27A',1973,Rock
5093,22050,48814,0.7830371095483493,0.544257505724526,b'ART3O5Z1187B9AB043',32.77815,"b'Dallas, TX'",-96.7954,b'f5426431-f490-4678-ad44-a75c71097bb4',"(1,)","(1,)",b'Stevie Ray Vaughan And Double Trouble',9729,"(11,)","(11,)","(11,)",b'3337bbcc69fe080d3a02f1e9c8cc62ca',"(141,)","(141,)","(566,)","(566,)",0.0,281.05098,0.067,0.0,1,0.542,-9.882,1,0.5,b'3 CD Slipcase',402900,"(12,)","(12,)","(989,)","(989,)","(989,)","(989,)","(989, 12)","(989,)","(989, 12)","(100,)",,b'SOACUYZ12CF54662F1',271.157,"(1133,)","(1133,)",121.616,4,0.9670000000000001,"b""Couldn't Stand The Weather""",4478260,b'TRARJEK128F930B3AA',1985,Blues
5094,22050,960,0.6394369488218412,0.43094204343555065,b'ARI4S0E1187B9B06C0',35.830729999999996,b'Tennessee',-85.97874,b'50a45c3d-b54b-4fd5-bb83-5046e4ff6813',"(1,)","(1,)",b'David Arkenstone',16633,"(48,)","(48,)","(48,)",b'd19122b4463729982a186e1b2e31f3b3',"(121,)","(121,)","(488,)","(488,)",0.0,272.97914,0.253,0.0,11,0.053,-12.958,0,0.39,b'Chillout Lounge',385023,"(12,)","(12,)","(1204,)","(1204,)","(1204,)","(1204,)","(1204, 12)","(1204,)","(1204, 12)","(100,)",0.3277366831778408,b'SOCQEHT12AB017F37F',256.377,"(975,)","(975,)",108.014,4,0.505,b'Big Bounce',4274070,b'TRARJEM128F92E444D',2009,New Age
5099,22050,29483,0.8298513164991741,0.5815058026864642,b'ARAN38V1187FB4C4EE',,"b'Salt Lake City, UT'",,b'92e1f515-fc89-4577-9f77-addacdaf7559',"(0,)","(0,)",b'The Almost',67580,"(15,)","(15,)","(15,)",b'1b14d378d4879bdc188ac48f7b085aa9',"(134,)","(134,)","(539,)","(539,)",0.0,240.79627999999997,0.10300000000000001,0.0,4,0.222,-5.353,0,0.42200000000000004,b'Monster Monster',627198,"(9,)","(9,)","(552,)","(552,)","(552,)","(552,)","(552, 12)","(552,)","(552, 12)","(100,)",0.6366359710042119,b'SOWNOXA12AB0184353',231.253,"(1077,)","(1077,)",136.14700000000002,4,0.69,b'Summer Summer',6961745,b'TRARJPL128F931C7D2',2009,Rock
5103,22050,182039,0.4486440856941158,0.3255636712011714,b'ARJIHNW1187B990FAA',,b'',,b'6cb2bc33-6e78-4154-8005-04eec75608ef',"(0,)","(0,)",b'Tshala Muana',80862,"(44,)","(44,)","(44,)",b'c6825bf154e9a0f9e7998bef4c3a72ea',"(223,)","(223,)","(899,)","(899,)",0.0,390.63465,0.19399999999999998,0.0,7,0.895,-5.252000000000001,1,0.902,b'Mutuashi',249054,"(18,)","(18,)","(2145,)","(2145,)","(2145,)","(2145,)","(2145, 12)","(2145,)","(2145, 12)","(100,)",0.3943948561005826,b'SOJVFTP12A58A7A4D4',378.851,"(1797,)","(1797,)",137.349,4,0.8079999999999999,b'Banda Yango',2736437,b'TRARKDV128F42500F2',2001,World
5104,22050,17998,0.5698600892369895,0.4146673680598351,b'ARQPT7O1187B9AAF4F',,b'',,b'b304dc15-a567-47f7-9db0-8e9a1aeeba1e',"(1,)","(1,)",b'The Sensational Alex Harvey Band',-1,"(35,)","(35,)","(35,)",b'd3daa56fad6f901c3ac97f0f83875af8',"(158,)","(158,)","(480,)","(480,)",0.0,316.81261,0.0,0.0,5,0.456,-12.936,1,0.531,b'Live / The Penthouse Tapes',26846,"(13,)","(13,)","(958,)","(958,)","(958,)","(958,)","(958, 12)","(958,)","(958, 12)","(100,)",0.5701059300583878,b'SOHMLNS12A58A7DA68',300.14099999999996,"(960,)","(960,)",90.689,3,0.615,b'Delilah',291222,b'TRARKEH128F1463CB2',1975,Rock
5106,22050,4737,0.7207110575919069,0.522047955191613,b'ARNHHIV1187FB4EA23',,b'NL',,b'f1106b17-dcbb-45f6-b938-199ccfab50cc',"(16,)","(16,)",b'New Order',1162,"(26,)","(26,)","(26,)",b'b0b71c0026b0d8cbee95bd439cffc314',"(168,)","(168,)","(675,)","(675,)",0.0,288.02567,0.0,0.0,11,0.159,-5.729,0,0.473,"b""Technique [Collector's Edition]""",332020,"(11,)","(11,)","(1048,)","(1048,)","(1048,)","(1048,)","(1048, 12)","(1048,)","(1048, 12)","(100,)",0.6962171403694453,b'SOYCTRU12A6701DA91',276.376,"(1349,)","(1349,)",146.29,4,0.557,b'Guilty Partner',3722937,b'TRARKGW128F92EB8F9',1989,Rock
5108,22050,1385,0.7179916954861141,0.4977114441406651,b'AR5J8XN1187B9B712E',,b'',,b'282c0a37-9b7f-4873-83e6-21bf00d9185d',"(0,)","(0,)",b'Extreme',-1,"(44,)","(44,)","(44,)",b'381d67969c9aae7cfe47c730fe7781ce',"(212,)","(212,)","(853,)","(853,)",0.0,355.5522,3.785,0.0,8,0.701,-7.894,1,0.36200000000000004,b'Extreme II - Pornograffitti',15430,"(11,)","(11,)","(833,)","(833,)","(833,)","(833,)","(833, 12)","(833,)","(833, 12)","(100,)",0.6767695092287059,b'SOLWNAR12A67020BF5',340.776,"(1706,)","(1706,)",146.02200000000002,4,0.595,b'Song For Love',161575,b'TRARKRC128E0791D82',0,Rock
5112,22050,368,0.7431297761478142,0.4935668426965597,b'ARXWAQQ1187B9AE954',,"b'Newark, NJ'",,b'1f1f6737-b930-46fc-8d25-110bb99f7490',"(6,)","(6,)",b'Redman',-1,"(12,)","(12,)","(12,)",b'972274b6fdd3d538765f0efc47034447',"(130,)","(130,)","(392,)","(392,)",0.0,209.6322,0.0,0.0,1,0.486,-8.745,1,0.284,"b""Doc's Da Name 2000""",50687,"(7,)","(7,)","(996,)","(996,)","(996,)","(996,)","(996, 12)","(996,)","(996, 12)","(100,)",0.5470039143026859,b'SOERJUK12AF72A49F7',197.24200000000002,"(1178,)","(1178,)",113.31200000000001,3,0.6829999999999999,b'I Got A Seecret',530768,b'TRARKXM128F14911B0',1998,Rap
5120,22050,68151,0.7272303154628746,0.4765593789777819,b'ARANOZN1187B9B373E',,"b'Los Angeles, CA'",,b'f035837e-4117-438d-a524-cacf43500e68',"(6,)","(6,)",b'Descendents',38191,"(36,)","(36,)","(36,)",b'3ee329b199e18e060f1f986c375702d1',"(69,)","(69,)","(278,)","(278,)",0.0,89.23383000000001,0.188,0.0,11,0.727,-8.867,1,0.3,b'Somery',329970,"(6,)","(6,)","(300,)","(300,)","(300,)","(300,)","(300, 12)","(300,)","(300, 12)","(100,)",,b'SOTPQFM12AB017AC9E',81.995,"(555,)","(555,)",203.29,4,0.0,"b""I'm Not A Loser""",3707539,b'TRARMHA128F92E7D32',1982,Punk
5127,22050,190803,0.6205019249164577,0.3018470948111364,b'AR8U8G41187B9A833B',,b'',,b'110500b0-78a7-41cb-8535-9f37ab35a902',"(1,)","(1,)",b'Tim Exile',-1,"(41,)","(41,)","(41,)",b'4ad773b7314a21e4a5a97ac52f54e5db',"(49,)","(49,)","(150,)","(150,)",0.0,78.21016,0.0,0.0,10,0.142,-3.716,0,0.45399999999999996,"b""Tim Exile's Nuisance Gabbaret Lounge""",246546,"(6,)","(6,)","(352,)","(352,)","(352,)","(352,)","(352, 12)","(352,)","(352, 12)","(100,)",0.4697124313189556,b'SOELVGK12A8C1337AF',78.21,"(301,)","(301,)",124.429,3,1.0,b'Oh Scat Mix Up',2676904,b'TRARMRC128F424317A',2006,Electronic
5133,22050,4945,0.7079250270253531,0.4990183984153171,b'ARTZ90C1187FB55D81',,b'',,b'5cf7e696-3c52-4021-866c-7ce71ab8671a',"(0,)","(0,)",b'Jimmy Wayne',-1,"(15,)","(15,)","(15,)",b'e40d1571547a2e6f0a40221708c35c3b',"(132,)","(132,)","(531,)","(531,)",0.0,232.64607999999998,0.258,0.0,7,0.47700000000000004,-6.349,0,0.579,b'Jimmy Wayne',57880,"(11,)","(11,)","(561,)","(561,)","(561,)","(561,)","(561, 12)","(561,)","(561, 12)","(100,)",,b'SOZDDPQ12AF72A8BA8',213.821,"(1061,)","(1061,)",142.409,4,0.038,b'Are You Ever Gonna Love Me?',602796,b'TRARMYQ128F149F18A',0,Country
5134,22050,41720,0.5318292157745828,0.3457348661635465,b'AR7074B1187FB4C39B',,b'United States',,b'6e3ed724-c5a3-4bcd-8ebc-89da0c33b6b8',"(4,)","(4,)",b'Ann Lee',-1,"(41,)","(41,)","(41,)",b'cfc13a8accffeb18e2888984e34d6067',"(204,)","(204,)","(819,)","(819,)",0.0,380.08117999999996,0.0,0.0,7,0.7140000000000001,-7.803999999999999,1,0.675,b'So Deep',204837,"(12,)","(12,)","(1528,)","(1528,)","(1528,)","(1528,)","(1528, 12)","(1528,)","(1528, 12)","(100,)",,b'SOLCJWW12A8C137C98',363.532,"(1637,)","(1637,)",131.999,4,0.872,b'So deep',2220989,b'TRARMYZ128F426150A',2000,Pop
5147,22050,177675,0.5603516410275964,0.3650264377422085,b'AROSW2I1187FB44866',,b'',,b'd726a2b3-5c6b-4cae-8e79-81d52db9462b',"(0,)","(0,)",b'Sonora Carruseles',-1,"(19,)","(19,)","(19,)",b'f2127d60c91d311d3d8e91ca49f46094',"(101,)","(101,)","(406,)","(406,)",0.0,230.00771,0.247,0.0,10,0.045,-6.564,0,0.493,b'Greatest Salsa Classic Volumen 3',232242,"(7,)","(7,)","(1375,)","(1375,)","(1375,)","(1375,)","(1375, 12)","(1375,)","(1375, 12)","(100,)",0.37598430150044215,b'SOWLJJU12A81C2224B',225.59900000000002,"(1626,)","(1626,)",108.292,4,0.385,b'Vitamina',2551058,b'TRARODD128F4225D3F',1999,Latin
5148,22050,14443,0.8563174271993809,0.5363511796557352,b'ARG53231187FB3982D',39.95227,"b'Philadelphia, PA'",-75.16237,b'9701356d-08d9-45ba-975d-977ab466e7be',"(0,)","(0,)",b'The Starting Line',5384,"(10,)","(10,)","(10,)",b'f5a948a6abd029bbfecb300536df0cb5',"(155,)","(155,)","(622,)","(622,)",0.0,264.41098,0.07200000000000001,0.0,9,0.07400000000000001,-5.011,1,0.32799999999999996,b'Say It Like You Mean It',25843,"(9,)","(9,)","(669,)","(669,)","(669,)","(669,)","(669, 12)","(669,)","(669, 12)","(100,)",0.6528783924763947,b'SOWYFAX12A6D4F7A3D',249.574,"(1244,)","(1244,)",142.069,4,0.723,"b""A Goodnight's Sleep""",276876,b'TRARODV128F1460DBC',2002,Rock
5152,22050,174553,0.30552362799121063,0.25749632817123713,b'ARXSPYZ1187B98972A',36.2929,"b'Salina, OK'",-95.15261,b'64ef6088-309f-4660-91da-a3e4c57ad379',"(0,)","(0,)",b'Carl Belew',-1,"(16,)","(16,)","(16,)",b'760333fe34bfa9c4cb33273535de583b',"(89,)","(89,)","(272,)","(272,)",0.0,140.38159,0.0,0.0,2,0.182,-13.338,1,0.5670000000000001,b'Country Heartbreakers',610066,"(8,)","(8,)","(427,)","(427,)","(427,)","(427,)","(427, 12)","(427,)","(427, 12)","(100,)",,b'SONZYRS12A8C141A13',136.678,"(544,)","(544,)",117.867,3,0.905,b'Am I That Easy To Forget',6781014,b'TRAROPS128F92F09A5',1959,Country
5153,22050,96053,0.4480138363621709,0.34829519678616305,b'ARIMW0M1187B99EC59',,b'',,b'245a7f6a-1100-4a2d-a67f-df8d9e7b7b9d',"(0,)","(0,)",b'TEN MADISON',-1,"(27,)","(27,)","(27,)",b'd68d5a261e04b977eba659111fe54e84',"(272,)","(272,)","(1091,)","(1091,)",0.0,344.68526,11.418,0.0,5,0.514,-8.627,0,0.483,b'Grounded',121334,"(10,)","(10,)","(1921,)","(1921,)","(1921,)","(1921,)","(1921, 12)","(1921,)","(1921, 12)","(100,)",0.3603705827121406,b'SODXUGT12A58A78B78',333.75199999999995,"(2182,)","(2182,)",190.03799999999998,4,0.0,b'Cup Horn',1251108,b'TRAROPZ128F42A8AB2',2006,Electronic
5154,22050,21239,0.8573199009058027,0.7172098545666633,b'AR6PJ8R1187FB5AD70',,"b'Barranquilla, Colombia'",,b'bf24ca37-25f4-4e34-9aec-460b94364cfc',"(5,)","(5,)",b'Shakira',1424,"(19,)","(19,)","(19,)",b'e529eb57f0d62f67793b86295b8ccb5c',"(118,)","(118,)","(474,)","(474,)",0.0,231.75791,0.531,0.0,2,0.5489999999999999,-7.1739999999999995,1,0.586,b'Donde Estan Los Ladrones',287752,"(7,)","(7,)","(916,)","(916,)","(916,)","(916,)","(916, 12)","(916,)","(916, 12)","(100,)",,b'SOXSCPE12CF5F88012',231.75799999999998,"(948,)","(948,)",123.861,4,0.8370000000000001,b'Que Vuelvas',3228163,b'TRAROQC128F4273979',1998,Latin
5158,22050,171651,0.760636111943095,0.547243659611714,b'ARRDRI71187FB46EAA',40.65507,"b'Brooklyn, NY'",-73.94888,b'59a7fbcb-ff74-494d-abd0-9c82359040c9',"(2,)","(2,)",b'Grizzly Bear',33443,"(10,)","(10,)","(10,)",b'ab36f335017590f8332cd1039e00b534',"(269,)","(269,)","(1080,)","(1080,)",0.0,384.67873,0.0,0.0,4,0.39399999999999996,-14.199000000000002,0,0.409,b'Yellow House',532378,"(13,)","(13,)","(1014,)","(1014,)","(1014,)","(1014,)","(1014, 12)","(1014,)","(1014, 12)","(100,)",0.8825301516325301,b'SOXDMAC12AB017E7FF',373.847,"(2160,)","(2160,)",169.03799999999998,4,0.46799999999999997,b'Little Brother',5883027,b'TRARPCK128F92FEA7F',2006,Rock
5164,22050,316562,0.6126405242364219,0.4367829494947106,b'ARVWNTI1269FB34C59',,b'',,b'',"(0,)","(0,)",b'SOJA',-1,"(12,)","(12,)","(12,)",b'a5d0fba0fa1e66bcf92447440df6914e',"(73,)","(73,)","(370,)","(370,)",0.0,221.09995,0.066,0.0,7,0.218,-5.781000000000001,1,0.395,b'Stars and Stripes',773700,"(10,)","(10,)","(872,)","(872,)","(872,)","(872,)","(872, 12)","(872,)","(872, 12)","(100,)",,b'SOONUVQ12AB018889B',217.757,"(1110,)","(1110,)",102.581,5,0.086,b'Be Aware',8562341,b'TRARPTJ12903CE2898',0,Reggae
5165,22050,29219,0.7114972404234058,0.4215959920425977,b'ARC87OG1187B99F540',,"b'Nashville, TN'",,b'85d019b7-91f9-4b75-8560-d5bbe90c868c',"(0,)","(0,)",b'Julie Roberts',-1,"(21,)","(21,)","(21,)",b'8fba1c0f27715ee4267fc865f9bf235d',"(643,)","(643,)","(643,)","(643,)",0.0,287.50322,0.125,0.0,1,0.535,-12.517000000000001,1,0.609,b'Julie Roberts',373411,"(10,)","(10,)","(829,)","(829,)","(829,)","(829,)","(829, 12)","(829,)","(829, 12)","(100,)",,b'SORNAKH12AF72A1FDE',269.311,"(1287,)","(1287,)",139.99,1,0.655,b'The Chance',4157681,b'TRARPWX128F92CD69C',2004,Country
5166,22050,169,0.8258053861924912,0.6613829243380245,b'ARH3S5S1187FB4F76B',,"b'London, England'",,b'9282c8b4-ca0b-4c6b-b7e3-4f7762dfc4d6',"(10,)","(10,)",b'Nirvana',188210,"(32,)","(32,)","(32,)",b'f58f37e42839f2e2eef9bf8bbf373476',"(88,)","(88,)","(353,)","(353,)",0.0,168.51546000000002,3.3960000000000004,0.0,7,0.237,-14.338,1,0.33299999999999996,b'In Bloom',281170,"(8,)","(8,)","(500,)","(500,)","(500,)","(500,)","(500, 12)","(500,)","(500, 12)","(100,)",,b'SOZAUAC12A8AE491A3',162.911,"(707,)","(707,)",130.339,4,0.778,b'Polly',3129851,b'TRARPXT128F425FDF9',0,Rock
5174,22050,1244,0.8144481104168003,0.6079718095629023,b'ARFVYJI1187B9B8E13',47.603559999999995,"b'Seattle, WA'",-122.32943999999999,b'83b9cbe7-9857-49e2-ab8e-b57b01038103',"(7,)","(7,)",b'Pearl Jam',1252,"(33,)","(33,)","(33,)",b'd2a80b9d9f022bb5e06570b86d3a28e6',"(114,)","(114,)","(461,)","(461,)",0.0,235.25832000000003,0.0,0.0,0,0.77,-9.407,1,0.764,b'Seattle Washington November 5 2000',291679,"(10,)","(10,)","(698,)","(698,)","(698,)","(698,)","(698, 12)","(698,)","(698, 12)","(100,)",,b'SOAMBKN12A8C137A71',235.25799999999998,"(922,)","(922,)",117.946,4,0.973,b'Wishlist',3272540,b'TRARQSD128F427E2AA',1998,Rock
5177,22050,94403,0.737037558041999,0.5392454183492504,b'AR050VJ1187B9B13A7',,b'',,b'37c78aeb-d196-42b5-b991-6afb4fc9bc2e',"(9,)","(9,)",b'Dead Kennedys',6004,"(19,)","(19,)","(19,)",b'5032dfa341b6d060636fc45e380d522a',"(82,)","(82,)","(331,)","(331,)",0.0,216.842,0.0,0.0,10,0.325,-4.263999999999999,1,0.28600000000000003,b'Milking The Sacred Cow',181162,"(8,)","(8,)","(774,)","(774,)","(774,)","(774,)","(774, 12)","(774,)","(774, 12)","(100,)",0.7883881833222074,b'SOZQSGL12AF72A9145',213.02,"(1324,)","(1324,)",92.897,4,0.879,b'Halloween',1959132,b'TRARREF128F422FD96',1982,Punk
5193,22050,214,0.9473275066349643,0.6072572795814319,b'AR03BDP1187FB5B324',34.053490000000004,"b'Kentwood, LA; Los Angeles, CA'",-118.24531999999999,b'45a663b5-b1cb-4a91-bff6-2bef7bbfdd76',"(9,)","(9,)",b'Britney Spears',267,"(30,)","(30,)","(30,)",b'1bb9fe0c8ca614b6005342e3a44fe1d8',"(200,)","(200,)","(1012,)","(1012,)",0.0,465.47545999999994,0.0,0.0,1,0.309,-6.278,1,0.409,b'3',636897,"(19,)","(19,)","(2423,)","(2423,)","(2423,)","(2423,)","(2423, 12)","(2423,)","(2423, 12)","(100,)",,b'SOQKBQI12AB0182711',461.41,"(2024,)","(2024,)",131.999,5,1.0,b'3',7069480,b'TRARSKA128F9336A04',2009,Pop
5196,22050,1822,0.7504798171418188,0.5384911275040679,b'ARLUAK21187B9B785A',,b'',,b'7c09d8af-895a-4337-bb46-b4b6dcabff10',"(0,)","(0,)",b'Ziggy Marley And The Melody Makers',3069,"(11,)","(11,)","(11,)",b'3cc4c2934ccb4b507508f5d1b0615c6c',"(111,)","(111,)","(450,)","(450,)",0.0,246.54322000000002,0.27,0.0,7,0.718,-11.912,1,0.758,b'Jahmekya',28940,"(11,)","(11,)","(942,)","(942,)","(942,)","(942,)","(942, 12)","(942,)","(942, 12)","(100,)",0.0,b'SOSNAWZ12A6D4F74DF',219.899,"(899,)","(899,)",110.87299999999999,4,0.031,b'Namibia',318232,b'TRARSMV128F1469CCF',0,Reggae
5197,22050,6190,0.6834557007638835,0.4271229698860146,b'ARRM70G1187B9A7F64',,"b'Hudsonville, MS'",,b'7032cf8a-ca2e-48c4-bffe-a9a77e223bbb',"(1,)","(1,)",b'Junior Kimbrough',-1,"(37,)","(37,)","(37,)",b'e2c309c9cdde3487cbefea3f7fa5bc44',"(101,)","(101,)","(406,)","(406,)",0.0,190.06649,0.321,0.0,7,0.006999999999999999,-14.023,0,0.239,b'Meet Me in the City',815249,"(7,)","(7,)","(674,)","(674,)","(674,)","(674,)","(674, 12)","(674,)","(674, 12)","(100,)",0.6183523886236763,b'SOHPAVE12A8AE47190',184.86599999999999,"(812,)","(812,)",129.584,4,0.33799999999999997,b'Meet Me in the City',9007735,b'TRARSZV12903CDB2DE',1997,Blues
5200,22050,21569,0.5344643522287597,0.368689372548052,b'AR243ZT1187B9A98D2',32.29869,"b'Jackson, MS'",-90.18049,b'ff609eb0-5425-4963-9e55-85d729f4648e',"(0,)","(0,)",b'Otis Spann',27780,"(33,)","(33,)","(33,)",b'15d07f784ce2db100f6ebb23b503ab84',"(33,)","(33,)","(190,)","(190,)",0.0,180.40118,3.622,0.0,0,0.715,-12.931,1,0.736,b'The Biggest Thing Since Colossus',289516,"(6,)","(6,)","(654,)","(654,)","(654,)","(654,)","(654, 12)","(654,)","(654, 12)","(100,)",0.4274465714884309,b'SOEKXKK12A8C1367A0',170.127,"(570,)","(570,)",63.255,4,0.27,"b""No More Doggin'""",3255487,b'TRARTCZ128F427A176',1995,Blues
